Session Information:,,,,Device Information:,,,,Oarlock Information:,,,,Oarlock Settings:

Name:,JustGo-1407M,,,Name:,Vanilla Wakana,,,Firmware:,---,,,Boat ID:,---
Start Time:,04/20/25 09:39Œß‘O,,,Model:,SpeedCoach GPS Pro,,,,,,,Seat Number:,---
Type:,Just Go,,,Serial:,2981163,,,,,,,Port Starboard:,---
System of Units:,Meters/Split500,,,Firmware Version:,2.24,,,,,,,Oar Length:,---
Speed Input:,GPS,,,Profile Version:,0.03,,,,,,,Inboard Length:,---
,,,,Hardware Version:,Rev 12B
,,,,LiNK Version:,1.32


Session Summary:

Total Intervals,Total Distance (GPS),Total Distance (IMP),Total Elapsed Time,Avg Split (GPS),Avg Speed (GPS),Avg Split (IMP),Avg Speed (IMP),Avg Stroke Rate,Total Strokes,Distance/Stroke (GPS),Distance/Stroke (IMP),Avg Heart Rate,Avg Power,Avg Catch,Avg Slip,Avg Finish,Avg Wash,Avg Force Avg,Avg Work,Avg Force Max,Avg Max Force Angle,Start GPS Lat.,Start GPS Lon.
(Interval),(Meters),(Meters),(HH:MM:SS.tenths),(/500),(M/S),(/500),(M/S),(SPM),(Strokes),(Meters),(Meters),(BPM),(Watts),(Degrees),(Degrees),(Degrees),(Degrees),(Newtons),(Joules),(Newtons),(Degrees),(Degrees),(Degrees)
1,1407.8,0.0,00:07:33.1,00:02:41.2,3.10,00:00:00.0,0.00,29.5,188,7.5,0.0,---,---,---,---,---,---,---,---,---,---,32.76465080,130.75336730


Interval Summaries:

Interval,Total Distance (GPS),Total Distance (IMP),Total Elapsed Time,Avg Split (GPS),Avg Speed (GPS),Avg Split (IMP),Avg Speed (IMP),Avg Stroke Rate,Total Strokes,Distance/Stroke (GPS),Distance/Stroke (IMP),Avg Heart Rate,Avg Power,Avg Catch,Avg Slip,Avg Finish,Avg Wash,Avg Force Avg,Avg Work,Avg Force Max,Avg Max Force Angle,Start GPS Lat.,Start GPS Lon.
(Interval),(Meters),(Meters),(HH:MM:SS.tenths),(/500),(M/S),(/500),(M/S),(SPM),(Strokes),(Meters),(Meters),(BPM),(Watts),(Degrees),(Degrees),(Degrees),(Degrees),(Newtons),(Joules),(Newtons),(Degrees),(Degrees),(Degrees)
1,1407.8,0.0,00:07:33.1,00:02:41.2,3.10,00:00:00.0,0.00,29.5,188,7.5,0.0,---,---,---,---,---,---,---,---,---,---,32.76465080,130.75336730



Per-Stroke Data:

Interval,Distance (GPS),Distance (IMP),Elapsed Time,Split (GPS),Speed (GPS),Split (IMP),Speed (IMP),Stroke Rate,Total Strokes,Distance/Stroke (GPS),Distance/Stroke (IMP),Heart Rate,Power,Catch,Slip,Finish,Wash,Force Avg,Work,Force Max,Max Force Angle,GPS Lat.,GPS Lon.
(Interval),(Meters),(Meters),(HH:MM:SS.tenths),(/500),(M/S),(/500),(M/S),(SPM),(Strokes),(Meters),(Meters),(BPM),(Watts),(Degrees),(Degrees),(Degrees),(Degrees),(Newtons),(Joules),(Newtons),(Degrees),(Degrees),(Degrees)
1,1.6,0.0,00:00:00.6,00:06:33.7,1.27,00:00:00.0,0.00,94.0,1,1.6,0.0,---,---,---,---,---,---,---,---,---,---,32.76465080,130.75336730
1,5.8,0.0,00:00:02.2,00:03:18.4,2.52,00:00:00.0,0.00,38.0,2,4.3,0.0,---,---,---,---,---,---,---,---,---,---,32.76468680,130.75335210
1,10.0,0.0,00:00:03.8,00:03:19.2,2.51,00:00:00.0,0.00,39.5,3,4.2,0.0,---,---,---,---,---,---,---,---,---,---,32.76472290,130.75334090
1,16.6,0.0,00:00:05.5,00:02:48.9,2.96,00:00:00.0,0.00,36.0,4,6.6,0.0,---,---,---,---,---,---,---,---,---,---,32.76477540,130.75330690
1,24.4,0.0,00:00:07.2,00:02:15.1,3.70,00:00:00.0,0.00,36.0,5,7.8,0.0,---,---,---,---,---,---,---,---,---,---,32.76483690,130.75326710
1,31.6,0.0,00:00:08.8,00:02:05.6,3.98,00:00:00.0,0.00,34.5,6,7.2,0.0,---,---,---,---,---,---,---,---,---,---,32.76489380,130.75323010
1,39.4,0.0,00:00:10.9,00:02:03.7,4.04,00:00:00.0,0.00,35.5,7,7.7,0.0,---,---,---,---,---,---,---,---,---,---,32.76495540,130.75319210
1,47.3,0.0,00:00:12.5,00:02:02.2,4.09,00:00:00.0,0.00,34.0,8,7.9,0.0,---,---,---,---,---,---,---,---,---,---,32.76501830,130.75315260
1,53.7,0.0,00:00:14.0,00:02:02.5,4.08,00:00:00.0,0.00,34.5,9,6.4,0.0,---,---,---,---,---,---,---,---,---,---,32.76506940,130.75312000
1,62.2,0.0,00:00:15.8,00:01:59.9,4.17,00:00:00.0,0.00,34.0,10,8.5,0.0,---,---,---,---,---,---,---,---,---,---,32.76513630,130.75307680
1,69.3,0.0,00:00:17.4,00:02:00.1,4.16,00:00:00.0,0.00,34.5,11,7.1,0.0,---,---,---,---,---,---,---,---,---,---,32.76519240,130.75304080
1,77.1,0.0,00:00:19.3,00:02:02.2,4.09,00:00:00.0,0.00,34.0,12,7.8,0.0,---,---,---,---,---,---,---,---,---,---,32.76525340,130.75299950
1,84.7,0.0,00:00:21.0,00:02:03.4,4.05,00:00:00.0,0.00,34.0,13,7.6,0.0,---,---,---,---,---,---,---,---,---,---,32.76531330,130.75296140
1,91.8,0.0,00:00:22.9,00:02:04.0,4.03,00:00:00.0,0.00,34.0,14,7.1,0.0,---,---,---,---,---,---,---,---,---,---,32.76536830,130.75292330
1,100.0,0.0,00:00:24.6,00:01:59.9,4.17,00:00:00.0,0.00,32.5,15,8.3,0.0,---,---,---,---,---,---,---,---,---,---,32.76543230,130.75287850
1,107.6,0.0,00:00:26.4,00:02:00.1,4.16,00:00:00.0,0.00,33.0,16,7.6,0.0,---,---,---,---,---,---,---,---,---,---,32.76549060,130.75283640
